,Unnamed: 0,_id,url,title,address,time_start,time_end,price_start,price_end,image,score_space,score_quality,score_price,score_service,score_location,total_score_comment_for_excellent,total_score_comment_for_good,total_score_comment_for_avg,total_score_comment_for_bad,avg_score_comment,title_first_chars
8808,8808,6469fb83b1064f9440f7235c,https://www.foody.vn/ha-noi/van-mieu-quoc-tu-giam,"Văn Miếu Quốc Tử Giám ở Quận Đống Đa, Hà Nội | Foody.vn","58 Quốc Tử Giám, P. Văn Miếu Quận Đống Đa Hà Nội",08:00,17:00,30.000đ ,30.000,['https://images.foody.vn/res/g18/179206/prof/s576x330/foody-mobile-van-mieu2-jpg-726-635815370221891382.jpg'],['7.5'],['8.0'],['8.2'],['7.6'],['8.5'],2,23,1,0,7.9,Văn Miếu Quốc Tử Giá
8840,8840,6469fb83b1064f9440f7237c,https://www.foody.vn/ha-noi/bao-tang-lich-su-quan-su-viet-nam,"Bảo Tàng Lịch Sử Quân Sự Việt Nam ở Quận Ba Đình, Hà Nội | Foody.vn",28A Điện Biên Phủ Quận Ba Đình Hà Nội,08:00,11:30 | 13:30 ,10.000đ ,20.000,['https://images.foody.vn/res/g66/654955/prof/s576x330/foody-mobile-btag-jpg-326-636288864200567078.jpg'],['10.0'],['10.0'],['10.0'],['10.0'],['10.0'],1,0,0,0,10.0,Bảo Tàng Lịch Sử Quâ
8852,8852,6469fb83b1064f9440f72388,https://www.foody.vn/ha-noi/trung-tam-van-hoa-v-ancient-kim-ngan/binh-luan,"Trung Tâm Văn Hóa V'ancient Kim Ngân ở Quận Hoàn Kiếm, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Trung Tâm Văn Hóa V'ancient Kim Ngân | Foody",42 - 44 Hàng Bạc Quận Hoàn Kiếm Hà Nội,08:30,21:30,40.000đ ,900.000,['https://images.foody.vn/res/g71/704455/prof/s576x330/foody-mobile-dsc07686-1-jpg.jpg'],[],[],[],[],[],0,0,0,0,0.0,Trung Tâm Văn Hóa V'
8884,8884,6469fb83b1064f9440f723a8,https://www.foody.vn/ha-noi/break-out-pha-de-kham-pha,"Break Out - Phá Để Khám Phá ở Quận Ba Đình, Hà Nội | Foody.vn","Tầng 4 Tòa Nhà 8 Tầng, 77 Nguyễn Thái Học Quận Ba Đình Hà Nội",09:00,22:00,100.000đ ,250.000,['https://images.foody.vn/res/g14/134114/prof/s576x330/foody-mobile-bre1-jpg-818-635666750702216839.jpg'],['7.0'],['7.5'],['8.5'],['7.5'],['9.0'],0,2,0,0,7.9,Break Out - Phá Để K
8885,8885,6469fb83b1064f9440f723a9,https://www.foody.vn/ha-noi/tiniworld-vincom-nguyen-chi-thanh,"Tini World ở Quận Đống Đa, Hà Nội | Foody.vn","Tầng 5, Vincom Nguyễn Chí Thanh, 54A Nguyễn Chí Thanh Quận Đống Đa Hà Nội",08:00,21:00,50.000đ ,150.000,['https://images.foody.vn/res/g20/199097/prof/s576x330/foody-mobile-tini-thu-duc1-jpg-919-635870872476435178.jpg'],['7.8'],['8.3'],['8.3'],['8.0'],['8.8'],0,4,0,0,8.2,Tini World ở Quận Đố
8886,8886,6469fb83b1064f9440f723aa,https://www.foody.vn/ha-noi/t-clb-aeon-mall-long-bien,"T-CLB - AEON Mall Long Biên ở Quận Long Biên, Hà Nội | Foody.vn","Tầng 2, AEON Mall Long Biên, 27 Cổ Linh Quận Long Biên Hà Nội",08:00,22:00,30.000đ ,100.000,['https://images.foody.vn/res/g19/188178/prof/s576x330/foody-mobile-678-jpg-424-635838932565115441.jpg'],['7.4'],['8.2'],['8.4'],['7.9'],['8.6'],2,7,1,0,8.1,T-CLB - AEON Mall Lo
8887,8887,6469fb83b1064f9440f723ab,https://www.foody.vn/ha-noi/san-bang-vincom-ice-rink-royal-city,"Sân Băng Vincom Ice Rink - Royal City ở Quận Thanh Xuân, Hà Nội | Foody.vn","Tầng B2, Vincom Mega Mall Royal City, 72A Nguyễn Trãi Quận Thanh Xuân Hà Nội",09:30,22:00,30.000đ ,220.000,['https://images.foody.vn/res/g13/120520/prof/s576x330/foody-mobile-vin4-jpg-517-636163008873780673.jpg'],['6.3'],['7.6'],['8.2'],['6.3'],['8.4'],1,6,2,0,7.4,Sân Băng Vincom Ice 
8889,8889,6469fb83b1064f9440f723ad,https://www.foody.vn/ha-noi/tiniworld-ho-guom-plaza,"TiNiWorld - Hồ Gươm Plaza ở Quận Hà Đông, Hà Nội | Foody.vn",110 Trần Phú Quận Hà Đông Hà Nội,09:00,21:00,60.000đ ,100.000,['https://images.foody.vn/res/g21/201048/prof/s576x330/foody-mobile-foody-mobile-tini-th-257-635877758371980855.jpg'],['6.0'],['7.3'],['7.5'],['6.8'],['8.0'],0,3,0,1,7.1,TiNiWorld - Hồ Gươm 
8893,8893,6469fb83b1064f9440f723b1,https://www.foody.vn/ha-noi/hanoi-creative-city-to-hop-nghe-thuat-vui-choi,"Hanoi Creative City - Tổ Hợp Nghệ Thuật Vui Chơi ở Quận Hai Bà Trưng, Hà Nội | Foody.vn",1 Lương Yên Quận Hai Bà Trưng Hà Nội,07:00,23:00,300.000đ ,1.000.000,['https://images.foody.vn/res/g17/166819/prof/s576x330/foody-mobile-279-jpg-937-635773978796657198.jpg'],['7.1'],['7.3'],['7.6'],['7.2'],['8.2'],0,13,5,0,7.5,Hanoi Creative City 
8908,8908,6469fb83b1064f9440f723c0,https://www.foody.vn/ha-noi/lang-79-ga-ri-lau-cua-dong,"Làng 79 - Gà Ri, Lẩu Cua Đồng ở Quận Hai Bà Trưng, Hà Nội | Foody.vn","Tầng 3, Hanoi Creative City, 1 Lương Yên Quận Hai Bà Trưng Hà Nội",10:00,00:00,100.000đ ,500.000,['https://images.foody.vn/res/g21/207845/prof/s576x330/foody-mobile-3-jpg-577-635893350430672399.jpg'],['8.0'],['9.5'],['9.5'],['8.5'],['9.5'],2,0,0,0,9.0,"Làng 79 - Gà Ri, Lẩu"
8909,8909,6469fb83b1064f9440f723c1,https://www.foody.vn/ha-noi/yabai-teabar-hanoi-creative-city,"Yabai Teabar - Hanoi Creative City ở Quận Hai Bà Trưng, Hà Nội | Foody.vn","Tầng 2, Hanoi Creative City, 1 Lương Yên Quận Hai Bà Trưng Hà Nội",09:00,22:00,30.000đ ,150.000,['https://images.foody.vn/res/g17/169348/prof/s576x330/foody-mobile-yabai640-jpg-954-635947814032027931.jpg'],['6.5'],['7.4'],['7.5'],['6.9'],['8.4'],1,12,4,0,7.3,Yabai Teabar - Hanoi
8912,8912,6469fb83b1064f9440f723c4,https://www.foody.vn/ha-noi/bia-khu-9-hanoi-creative-city,"Bia Khu 9 - Hanoi Creative City ở Quận Hai Bà Trưng, Hà Nội | Foody.vn","Quảng Trường Hanoi Creative City, 1 Lương Yên Quận Hai Bà Trưng Hà Nội",08:30,22:30,30.000đ ,300.000,['https://images.foody.vn/res/g17/166157/prof/s576x330/foody-mobile-bia-jpg-948-635869819527001770.jpg'],['7.0'],['7.6'],['7.9'],['7.3'],['8.0'],1,23,5,0,7.6,Bia Khu 9 - Hanoi Cr
8951,8951,6469fb83b1064f9440f723eb,https://www.foody.vn/ha-noi/the-leprechaun-public-house/binh-luan,"The Leprechaun Public House ở Quận Tây Hồ, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |The Leprechaun Public House | Foody.vn",146 Từ Hoa Công Chúa Quận Tây Hồ Hà Nội,16:00,00:00,30.000đ ,120.000,['https://images.foody.vn/res/g32/311023/prof/s576x330/foody-mobile-cha-jpg-196-636173094860524128.jpg'],[],[],[],[],[],0,0,0,0,0.0,The Leprechaun Publi
8954,8954,6469fb83b1064f9440f723ee,https://www.foody.vn/ha-noi/fury-room-phong-xa-stress/binh-luan,"Fury Room - Phòng Xả Stress ở Quận Đống Đa, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Fury Room - Phòng Xả Stress | Foody.vn","Tầng 8, 300 Đê La Thành Nhỏ Quận Đống Đa Hà Nội",09:00,21:00,119.000đ ,198.000,['https://images.foody.vn/res/g68/675047/prof/s576x330/foody-mobile-18699771_17837815149-885-636359088237322692.jpg'],[],[],[],[],[],0,0,0,0,0.0,Fury Room - Phòng Xả
8963,8963,6469fb83b1064f9440f723f7,https://www.foody.vn/ha-noi/spring-club,"Spring Club - Địa chỉ 'mới tinh' cho bạn trẻ mê billiard ở Quận Hai Bà Trưng, Hà Nội | Foody.vn",69 Trần Nhân Tông Quận Hai Bà Trưng Hà Nội,07:00,22:30,60.000đ ,110.000,['https://images.foody.vn/res/g3/29532/prof/s576x330/foody-mobile-spring-club-ha-noi.jpg'],['7.0'],['7.5'],['7.5'],['7.0'],['8.0'],0,2,0,0,7.4,Spring Club - Địa ch
8964,8964,6469fb83b1064f9440f723f8,https://www.foody.vn/ha-noi/nha-hat-lon-ha-noi,"Nhà Hát Lớn Hà Nội ở Quận Hoàn Kiếm, Hà Nội | Foody.vn",1A Tràng Tiền Quận Hoàn Kiếm Hà Nội,09:00,11:00,300.000đ ,1.000.000,['https://images.foody.vn/res/g10/94432/prof/s576x330/foody-mobile-nhl-jpg-635471759000049041.jpg'],['6.8'],['8.5'],['9.0'],['8.0'],['10.0'],2,2,0,0,8.5,Nhà Hát Lớn Hà Nội ở
8965,8965,6469fb83b1064f9440f723f9,https://www.foody.vn/ha-noi/nha-hat-tuoi-tre-ngo-thi-nham,"Nhà Hát Tuổi Trẻ - Ngô Thì Nhậm ở Quận Hai Bà Trưng, Hà Nội | Foody.vn",11 Ngô Thì Nhậm Quận Hai Bà Trưng Hà Nội,07:00,21:00,100.000đ ,300.000,['https://images.foody.vn/res/g13/123093/prof/s576x330/foody-mobile-1-jpg-691-635610840817746067.jpg'],['6.5'],['7.0'],['7.5'],['6.8'],['7.5'],0,4,0,0,7.1,Nhà Hát Tuổi Trẻ - N
8966,8966,6469fb83b1064f9440f723fa,https://www.foody.vn/ha-noi/newway-billiards-club-xa-dan,"Newway Billiards Club - Xã Đàn ở Quận Đống Đa, Hà Nội | Foody.vn",79 Xã Đàn Quận Đống Đa Hà Nội,07:00,22:30,50.000đ ,110.000,['https://images.foody.vn/res/g3/29400/prof/s576x330/foody-mobile-bi-a-jpg-540-635508703405491880.jpg'],['6.7'],['8.3'],['8.3'],['8.3'],['8.3'],0,3,0,0,8.0,Newway Billiards Clu
8967,8967,6469fb83b1064f9440f723fb,https://www.foody.vn/ha-noi/alpha-club-billiard-gaming,"Alpha Club Billiard & Gaming ở Quận Cầu Giấy, Hà Nội | Foody.vn","Tầng 2 Chợ Nghĩa Đô, Ngõ 89 (191 Cũ) Lạc Long Quân Quận Cầu Giấy Hà Nội",00:00,23:30,30.000đ ,150.000,['https://images.foody.vn/res/g64/631339/prof/s576x330/foody-mobile-billiards_and_snooke-269-636227567394242821.jpg'],['7.4'],['8.4'],['8.6'],['8.4'],['8.8'],2,2,1,0,8.3,Alpha Club Billiard 
8968,8968,6469fb83b1064f9440f723fc,https://www.foody.vn/ha-noi/louis-club-billiards-coffee-bar,"Louis Club - Billiards, Coffee & Bar ở Quận Ba Đình, Hà Nội | Foody.vn",8 Ngõ 58 Nguyễn Chí Thanh Quận Ba Đình Hà Nội,08:00,23:30,50.000đ ,500.000,['https://images.foody.vn/res/g10/98406/prof/s576x330/foody-mobile-lou1-jpg-442-635496762596386684.jpg'],['6.0'],['7.0'],['7.0'],['7.0'],['7.0'],0,0,1,0,6.8,Louis Club - Billiar
8969,8969,6469fb83b1064f9440f723fd,https://www.foody.vn/ha-noi/open-billiards-centre,"Open Billiards Centre ở Quận Cầu Giấy, Hà Nội | Foody.vn","Tầng 5, Tòa Nhà Việt Á, 9 Duy Tân, P. Dịch Vọng Hậu Quận Cầu Giấy Hà Nội",08:00,23:00,50.000đ ,500.000,['https://images.foody.vn/res/g28/276032/prof/s576x330/foody-mobile-13015136_54727519877-174-636111725370688833.jpg'],['7.0'],['9.0'],['9.0'],['8.0'],['10.0'],0,1,0,0,8.6,Open Billiards Centr
8970,8970,6469fb83b1064f9440f723fe,https://www.foody.vn/ha-noi/pugo-challenge-billiard-club,"Pugo Challenge - Billiard Club ở Quận Thanh Xuân, Hà Nội | Foody.vn",3 Nguyễn Quý Đức Quận Thanh Xuân Hà Nội,08:00,23:00,50.000đ ,200.000,['https://images.foody.vn/res/g66/659671/prof/s576x330/foody-mobile-14369880_14457811554-307-636306155177334742.jpg'],['10.0'],['10.0'],['10.0'],['10.0'],['10.0'],1,0,0,0,10.0,Pugo Challenge - Bil
8971,8971,6469fb83b1064f9440f723ff,https://www.foody.vn/ha-noi/billiards-cafe-nguyen-trai,"Billiards Cafe - Câu lạc bộ Bida Cafe kết hợp đường Nguyễn Trãi ở Quận Thanh Xuân, Hà Nội | Foody.vn",129L Nguyễn Trãi Quận Thanh Xuân Hà Nội,07:00,22:30,50.000đ ,110.000,['https://images.foody.vn/res/g3/29471/prof/s576x330/foody-mobile-bida-cafe-nguyen-trai-ha-noi.jpg'],['6.5'],['6.5'],['7.0'],['6.5'],['7.0'],0,1,1,0,6.7,Billiards Cafe - Câu
8972,8972,6469fb83b1064f9440f72400,https://www.foody.vn/ha-noi/nha-moi-coffee-bi-a,"Nhà Mới Coffee & Bi-A ở Quận Long Biên, Hà Nội | Foody.vn","17 - 3 Nguyễn Lam, KDT. Sài Đồng Quận Long Biên Hà Nội",07:00,23:00,20.000đ ,40.000,['https://images.foody.vn/res/g103/1020972/prof/s576x330/foody-upload-api-foody-mobile-171026-better-coffee-200427171902.jpg'],['8.0'],['9.0'],['9.0'],['8.0'],['9.0'],0,1,0,0,8.6,Nhà Mới Coffee & Bi-
8976,8976,6469fb83b1064f9440f72404,https://www.foody.vn/ha-noi/quan-nghe-si-billiards-fastfood-trang-tien/binh-luan,"Quán Nghệ Sĩ - Billiards & Fastfood- Tràng Tiền ở Quận Hoàn Kiếm, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Quán Nghệ Sĩ - Billiards & Fastfo",Ngõ 1A Tràng Tiền Quận Hoàn Kiếm Hà Nội,08:30,23:30,25.000đ ,150.000,['https://images.foody.vn/res/g10/94434/prof/s576x330/foody-mobile-bi-a-jpg-635478411801371329.jpg'],[],[],[],[],[],0,0,0,0,0.0,Quán Nghệ Sĩ - Billi
8977,8977,6469fb83b1064f9440f72405,https://www.foody.vn/ha-noi/olympic-club-billiards/binh-luan,"Olympic Club Billiards - Thử tài billiard ở Quận Hoàng Mai, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Olympic Club Billiards | Foody.vn",658 Trương Định Quận Hoàng Mai Hà Nội,07:00,22:30,30.000đ ,110.000,['https://images.foody.vn/res/g3/29393/prof/s576x330/foody-mobile-olympic-club-billiards-ha-noi.jpg'],[],[],[],[],[],0,0,0,0,0.0,Olympic Club Billiar
8978,8978,6469fb83b1064f9440f72406,https://www.foody.vn/ha-noi/billiard-club-thanh-lan/binh-luan,"Billiard Club - Thanh Lân ở Quận Hoàng Mai, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Billiard Club - Thanh Lân | Foody.vn",11 Thanh Lân Quận Hoàng Mai Hà Nội,09:00,21:00,70.000đ ,300.000,['https://images.foody.vn/res/g19/185286/prof/s576x330/foody-mobile-billiards-1-jpg-396-635834602635123793.jpg'],[],[],[],[],[],0,0,0,0,0.0,Billiard Club - Than
8979,8979,6469fb83b1064f9440f72407,https://www.foody.vn/ha-noi/billiard-kinh-te-club/binh-luan,"Billiard Kinh Tế Club ở Quận Hai Bà Trưng, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Billiard Kinh Tế Club | Foody.vn",1 Ngõ 72 Trần Đại Nghĩa Quận Hai Bà Trưng Hà Nội,09:00,21:00,13.000đ ,60.000,['https://images.foody.vn/res/g87/860754/prof/s576x330/foody-upload-api-foody-mobile-2-jpg-181213144657.jpg'],[],[],[],[],[],0,0,0,0,0.0,Billiard Kinh Tế Cl
8980,8980,6469fb83b1064f9440f72408,https://www.foody.vn/ha-noi/tuan-cafe-billards-bong-da/binh-luan,"Tuấn - Cafe, Billards, Bóng Đá ở Huyện Đông Anh, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Tuấn - Cafe, Billards, Bóng Đá | Foody.vn","Tằng My, Xã Nam Hồng Huyện Đông Anh Hà Nội",08:00,22:00,20.000đ ,200.000,['https://images.foody.vn/res/g18/171506/prof/s576x330/foody-mobile-billiards-1-jpg-305-635811269859163590.jpg'],[],[],[],[],[],0,0,0,0,0.0,"Tuấn - Cafe, Billard"
8981,8981,6469fb83b1064f9440f72409,https://www.foody.vn/ha-noi/billiard-b52-club-ngo-gach/binh-luan,"Billiard B52 Club - Ngõ Gạch ở Quận Hoàn Kiếm, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Billiard B52 Club - Ngõ Gạch | Foody.vn",5 Ngõ Gạch Quận Hoàn Kiếm Hà Nội,09:00,22:30,200.000đ ,1.000.000,['https://images.foody.vn/res/g17/163421/prof/s576x330/foody-mobile-10384204_14435970125-151-635772470313260919.jpg'],[],[],[],[],[],0,0,0,0,0.0,Billiard B52 Club - 
8982,8982,6469fb83b1064f9440f7240a,https://www.foody.vn/ha-noi/enjoy-billiard-club-tang-bat-ho/binh-luan,"Enjoy Billiard Club - Tăng Bạt Hổ ở Quận Hai Bà Trưng, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Enjoy Billiard Club - Tăng Bạt Hổ | Foody.vn",1A Tăng Bạt Hổ Quận Hai Bà Trưng Hà Nội,08:00,00:00,100.000đ ,500.000,['https://images.foody.vn/res/g13/128322/prof/s576x330/foody-mobile-bia-12-jpg-256-635635001117917744.jpg'],[],[],[],[],[],0,0,0,0,0.0,Enjoy Billiard Club 
8983,8983,6469fb83b1064f9440f7240b,https://www.foody.vn/ha-noi/dan-chu-2-tran-thanh-tong/binh-luan,"Dân chủ 2 - Trần Thánh Tông ở Quận Hai Bà Trưng, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Dân chủ 2 - Trần Thánh Tông | Foody.vn",2 Trần Thánh Tông Quận Hai Bà Trưng Hà Nội,07:00,22:30,50.000đ ,110.000,['https://images.foody.vn/res/g3/29427/prof/s576x330/foody-mobile-dan-chu-2-tran-thanh-tong-ha-noi.jpg'],[],[],[],[],[],0,0,0,0,0.0,Dân chủ 2 - Trần Thá
8984,8984,6469fb83b1064f9440f7240c,https://www.foody.vn/ha-noi/korea-billiard-keangnam-landmark/binh-luan,"Korea Billiard - Keangnam Landmark ở Quận Nam Từ Liêm, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Korea Billiard - Keangnam Landmark | Foody","Tầng 9, Keangnam Landmark, E6 Phạm Hùng Quận Nam Từ Liêm Hà Nội",08:00,22:00,100.000đ ,200.000,['https://images.foody.vn/res/g15/145324/prof/s576x330/foody-mobile-bi-a1-jpg-698-635719463189759963.jpg'],[],[],[],[],[],0,0,0,0,0.0,Korea Billiard - Kea
8985,8985,6469fb83b1064f9440f7240d,https://www.foody.vn/ha-noi/new-world-cau-lac-bo-bi-a/binh-luan,"New World - Câu Lạc Bộ Bi A ở Quận Cầu Giấy, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |New World - Câu Lạc Bộ Bi A | Foody.vn",Ngõ 1 Nguyễn Thị Định Quận Cầu Giấy Hà Nội,08:00,22:30,100.000đ ,500.000,['https://images.foody.vn/res/g26/250419/prof/s576x330/foody-mobile-cau-lac-bo-biliards--114-636032417226197200.jpg'],[],[],[],[],[],0,0,0,0,0.0,New World - Câu Lạc 
8986,8986,6469fb83b1064f9440f7240e,https://www.foody.vn/ha-noi/billiard-club/binh-luan,"Billiard Club ở Quận Hà Đông, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Billiard Club | Foody.vn",12 BT2 KĐT Văn Khê Quận Hà Đông Hà Nội,08:00,23:00,30.000đ ,100.000,['https://images.foody.vn/res/g17/160287/prof/s576x330/foody-mobile-6a-jpg-553-635917460579708978.jpg'],[],[],[],[],[],0,0,0,0,0.0,Billiard Club ở Quận
8987,8987,6469fb83b1064f9440f7240f,https://www.foody.vn/ha-noi/anh-tang-cafe-bi-a/binh-luan,"Anh Tăng - Cafe, Bi a ở Huyện Đông Anh, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Anh Tăng - Cafe, Bi a | Foody.vn","Đào Cam Mộc, TT Đông Anh Huyện Đông Anh Hà Nội",08:00,22:00,20.000đ ,50.000,['https://images.foody.vn/res/g17/168581/prof/s576x330/foody-mobile-billiards-1-jpg-767-635800055206714285.jpg'],[],[],[],[],[],0,0,0,0,0.0,"Anh Tăng - Cafe, Bi "
8988,8988,6469fb83b1064f9440f72410,https://www.foody.vn/ha-noi/selected-billiard-club/binh-luan,"Selected Billiard Club ở Quận Hoàn Kiếm, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Selected Billiard Club | Foody.vn",25 Trần Khánh Dư Quận Hoàn Kiếm Hà Nội,07:00,23:30,120.000đ ,1.500.000,['https://images.foody.vn/res/g10/92898/prof/s576x330/foody-mobile-sl4-jpg-635462039807484077.jpg'],[],[],[],[],[],0,0,0,0,0.0,Selected Billiard Cl
8989,8989,6469fb83b1064f9440f72411,https://www.foody.vn/ha-noi/clb-billiards-the-one-trung-kinh/binh-luan,"CLB Billiards The One - Trung Kính ở Quận Cầu Giấy, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |CLB Billiards The One - Trung Kính | Foody.vn",95 Trung Kính Quận Cầu Giấy Hà Nội,Cả ngày | 09:00,23:00,20.000đ ,55.000,['https://images.foody.vn/res/g5/46477/prof/s576x330/foody-mobile-clb-billiards-the-one-trung-kinh-ha-noi-131226113600.jpg'],[],[],[],[],[],0,0,0,0,0.0,CLB Billiards The On
8990,8990,6469fb83b1064f9440f72412,https://www.foody.vn/ha-noi/xmen-bi-a/binh-luan,"XMen Bi A ở Quận Thanh Xuân, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |XMen Bi A | Foody.vn",3 Ngõ 71 Lê Văn Lương Quận Thanh Xuân Hà Nội,07:00,22:00,50.000đ ,500.000,['https://images.foody.vn/res/g29/287422/prof/s576x330/foody-mobile-bi-a-jpg-197-636136200482916411.jpg'],[],[],[],[],[],0,0,0,0,0.0,XMen Bi A ở Quận Tha
8991,8991,6469fb83b1064f9440f72413,https://www.foody.vn/ha-noi/tata-center-billiards-coffee/binh-luan,"Tata Center - Billiards & Coffee ở Quận Cầu Giấy, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Tata Center - Billiards & Coffee | Foody.vn","Tầng 3, 299 Trung Kính Quận Cầu Giấy Hà Nội",08:00,01:00,50.000đ ,200.000,['https://images.foody.vn/res/g68/679774/prof/s576x330/foody-mobile-807-jpg-118-636378704578628794.jpg'],[],[],[],[],[],0,0,0,0,0.0,Tata Center - Billia
8992,8992,6469fb83b1064f9440f72414,https://www.foody.vn/ha-noi/bt-club-billiard/binh-luan,"BT Club Billiard ở Quận Đống Đa, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |BT Club Billiard | Foody.vn",100 Tổ 2 Phương Liên Quận Đống Đa Hà Nội,08:00,22:00,50.000đ ,500.000,['https://images.foody.vn/res/g22/215323/prof/s576x330/foody-mobile-billard_3_0-jpg-559-635949528307108449.jpg'],[],[],[],[],[],0,0,0,0,0.0,BT Club Billiard ở Q
8993,8993,6469fb83b1064f9440f72415,https://www.foody.vn/ha-noi/a-kay-bia-cafe/binh-luan,"A-Kay - Bia Cafe ở Quận Nam Từ Liêm, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |A-Kay - Bia Cafe | Foody.vn",2 Nguyễn Cơ Thạch Quận Nam Từ Liêm Hà Nội,09:00,22:00,50.000đ ,250.000,['https://images.foody.vn/res/g10/90574/prof/s576x330/foody-mobile-hmb-h-jpg-342-635785144251398020.jpg'],[],[],[],[],[],0,0,0,0,0.0,A-Kay - Bia Cafe ở Q
8994,8994,6469fb83b1064f9440f72416,https://www.foody.vn/ha-noi/billiard-avatar-club-kdt-van-quan/binh-luan,"Billiard Avatar Club - KĐT Văn Quán ở Quận Hà Đông, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Billiard Avatar Club - KĐT Văn Quán | Foody.vn",5 CT2A KĐT Văn Quán Quận Hà Đông Hà Nội,08:00,22:00,50.000đ ,500.000,['https://images.foody.vn/res/g16/158196/prof/s576x330/foody-mobile-billiards-1-jpg-527-635749909003714749.jpg'],[],[],[],[],[],0,0,0,0,0.0,Billiard Avatar Club
8995,8995,6469fb83b1064f9440f72417,https://www.foody.vn/ha-noi/billiard-club-pho-duc-chinh/binh-luan,"Billiard Club - Phó Đức Chính ở Quận Ba Đình, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Billiard Club - Phó Đức Chính | Foody.vn",67 Phó Đức Chính Quận Ba Đình Hà Nội,08:00,22:00,50.000đ ,5.000.000,['https://images.foody.vn/res/g22/217888/prof/s576x330/foody-mobile-beispiel-sujet-jpg-425-635949528386490465.jpg'],[],[],[],[],[],0,0,0,0,0.0,Billiard Club - Phó 
8996,8996,6469fb83b1064f9440f72418,https://www.foody.vn/ha-noi/monaco-club-pho-duc-chinh/binh-luan,"Monaco Club - Phó Đức Chính ở Quận Ba Đình, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Monaco Club - Phó Đức Chính | Foody.vn",69 Phó Đức Chính Quận Ba Đình Hà Nội,06:00,23:30,20.000đ ,200.000,['https://images.foody.vn/res/g10/97700/prof/s576x330/foody-mobile-monaco-jpg-491-635491626037682778.jpg'],[],[],[],[],[],0,0,0,0,0.0,Monaco Club - Phó Đứ
8997,8997,6469fb83b1064f9440f72419,https://www.foody.vn/ha-noi/billiards-club-le-thanh-nghi/binh-luan,"Billiards Club - Địa chỉ quen thuộc của các cơ thủ ở Quận Hai Bà Trưng, Hà Nội | Bình Luận, Review, Nhận xét, Kinh nghiệm |Billiards Club - Lê Thanh N",164 Lê Thanh Nghị Quận Hai Bà Trưng Hà Nội,07:00,22:30,30.000đ ,77.000,['https://images.foody.vn/res/g3/29493/prof/s576x330/foody-mobile-billiards-club-le-thanh-nghi-ha-noi.jpg'],[],[],[],[],[],0,0,0,0,0.0,Billiards Club - Địa
